place,like,content,tag,date
3 Things,787,순한맛 🌶,[],2021-11-24
,25,#업사이드커피커피 맛 음미하다가 원샷 때리고 뛰어나갔더니 다시 마시고 싶다.,['#업사이드커피커피'],2021-11-28
,54,내 사룽 예임언니랑!! 너무 예뽀오❤️...#성수동카페 #성수동 #성수 #쌀국수 #하노이102 #서울숲 #뚝섬맛집 #뚝섬카페 #셀피 #텅플래닛 #성수동핫플 #서울카페 #예쁜카페 #힐링 #커피 #성동구맛집 #대학생 #셀스타그램 #셀카 #홍보대사 #모임,"['#성수동카페', '#성수동', '#성수', '#쌀국수', '#하노이102', '#서울숲', '#뚝섬맛집', '#뚝섬카페', '#셀피', '#텅플래닛', '#성수동핫플', '#서울카페', '#예쁜카페', '#힐링', '#커피', '#성동구맛집', '#대학생', '#셀스타그램', '#셀카', '#홍보대사', '#모임']",2021-11-28
"Seoul, Korea",57,🍰예쁜카페와서 신났어효#레이어드연남...#서울카페#연남동카페#좋아요#좋반#좋아요반사#맞팔#선팔#like#fff#f4f#ootd#dailylook#서울핫플,"['#레이어드연남...', '#서울카페', '#연남동카페', '#좋아요', '#좋반', '#좋아요반사', '#맞팔', '#선팔', '#like', '#fff', '#f4f', '#ootd', '#dailylook', '#서울핫플']",2021-11-28
"Seoul, Korea",52,💡,[],2021-11-28
,20,December 🎄・・・・・・#ootd#셀피#옷#셀카#일러스트#연남동카페#부산맛집#부산카페#데일리#해리단길#해운대카페#서면카페#전리단길#전포카페거리#서울카페#서울#카페#팔로우반사#팔로우해요#팔로미#맞팔#맞팔환영#선팔하면맞팔#친구해요#좋아요#좋아요반사#좋아요환영#소통환영#fff#韓国好きな人と繋がりたい,"['#ootd', '#셀피', '#옷', '#셀카', '#일러스트', '#연남동카페', '#부산맛집', '#부산카페', '#데일리', '#해리단길', '#해운대카페', '#서면카페', '#전리단길', '#전포카페거리', '#서울카페', '#서울', '#카페', '#팔로우반사', '#팔로우해요', '#팔로미', '#맞팔', '#맞팔환영', '#선팔하면맞팔', '#친구해요', '#좋아요', '#좋아요반사', '#좋아요환영', '#소통환영', '#fff', '#韓国好きな人と繋がりたい']",2021-11-28
부산 신세계 프리미엄 아울렛,447,득템💗,[],2021-11-28
AHT.,226,AHT.의 첫 크리스마스 12월의 행복을 위해!!#ahtcoffee,['#ahtcoffee'],2021-11-28
Depot seoul,170,⁡⁡12시 넘었쟈나…⁡#depotseoul #韓国留学 #韓国カフェ,"['#depotseoul', '#韓国留学', '#韓国カフェ']",2021-11-28
LULL Coffee,125,.LULL COFFEELove yoU aLL.선물을 받고도 감사하다는 말도 제대로 하지 못했어요 😭@koolbluei 님 감사합니다 😁매일매일 너무 정신없이 지내는 와중에바빠도 밥 굶지 말라고 떡이며 고구마 등 건강 챙겨 주신 분들께도 항상 감사한 마음 가지고 있어요 🙏저희와 룰커피를 아껴주셔셔 감사합니다이번주도 먼길 일부러 찾아와 주셔서 감사해요월요일은 푹 쉬고 화요일에 만나요 😊.#룰커피 #LULLCOFFEE#정인성의커피생활,"['#룰커피', '#LULLCOFFEE', '#정인성의커피생활']",2021-11-28
사랑하는거알아몰라,64,#igers#인친#운동#좋아요#좋반 #instagram#소통#얼스타그램#맞팔#25#선팔하면맞팔#좋아요#좋아요반사 #해운대#서울카페 #서면#부산카페#이태원#인천#동성로#대전#대구#수원#가로수길#상무지구#광주#동명동#광주카페#충장로#카페,"['#igers', '#인친', '#운동', '#좋아요', '#좋반', '#instagram', '#소통', '#얼스타그램', '#맞팔', '#25', '#선팔하면맞팔', '#좋아요', '#좋아요반사', '#해운대', '#서울카페', '#서면', '#부산카페', '#이태원', '#인천', '#동성로', '#대전', '#대구', '#수원', '#가로수길', '#상무지구', '#광주', '#동명동', '#광주카페', '#충장로', '#카페']",2021-11-28
,43,.이번주 주말 CAFE ☕️-#충무로 #필동 #카페 #포미스커피 카페 선택시 인테리어는 필수🤍 화이트와 원목은 사랑입니다!! 요즘 제가 카페 인테리어에 빠져서는... 카페에 가는 목적이 눈 요기일정도... :)요밀조밀 이쁘게 잘 해놓은거 같아오🪵#카페인테리어 #카페스타그램 #카페추천 #카페그램 #카페데이트 #서울카페 #일상 #일상소통 #좋반,"['#충무로', '#필동', '#카페', '#포미스커피', '#카페인테리어', '#카페스타그램', '#카페추천', '#카페그램', '#카페데이트', '#서울카페', '#일상', '#일상소통', '#좋반']",2021-11-28
Flick on coffee 플릭온커피,48,이번 주는 월요일도 열려있습니다FLICK ON COFFEE 11:00-21:00서울시 서대문구 연세로4길 40 1층,[],2021-11-28
,506,"많이 문의주신 made태그티, made디저트팬츠도 리오더! 11/30(화) 정오12시 오픈이에유!✔️2021/11/30(화) 12pm open 1. 캔들퍼자켓2. made태그티셔츠 블랙,아이보리3. made디저트팬츠 블랙,아이보리4. made샐리원피스 블랙, 샴페인5. 볼드펄 넥클리스",[],2021-11-28
,80,#진심디자인 #진심디자인카페#dam_in_cafe,"['#진심디자인', '#진심디자인카페', '#dam_in_cafe']",2021-11-28
,57,#진심디자인 #진심디자인카페 #dam_in_cafe,"['#진심디자인', '#진심디자인카페', '#dam_in_cafe']",2021-11-28
,67,#진심디자인 #진심디자인카페 #dam_in_cafe,"['#진심디자인', '#진심디자인카페', '#dam_in_cafe']",2021-11-28
심마니,44,"심마니 건대점주소: 서울 광진구 아차산로31길 20-4누룽지 동동주를 먹을 수 있는 막걸리 맛집입니다! 김치전, 해물파전, 부추전 등 전의 종류가 매우 많은 전통, 민속주점이에요! 비오는날 여기에서 전에 막걸리 한 번 드셔보세요~~#심마니건대",['#심마니건대'],2021-11-28
음오아에,61,바닐라 프렌치 토스트 메모해 꼬옥 .. 🥞 사진 보는데 또 먹고싶ㄷㅏ …. 인생 디저트 맛집 💖,[],2021-11-28
,128,츕다 그칭 🥶,[],2021-11-28
진도 쏠비치리조트,95,쥑이네🌃,[],2021-11-28
"Gwangju, South Korea",242,날씨가 좋쟈나요,[],2021-11-28
진공커피,113,💛,[],2021-11-24
Claude,90,"sᴜɴsʜɪɴᴇ ɢᴀɴᴢɪ, ᴄʟᴀᴜᴅᴇ ᴄᴀғᴇ @",[],2021-11-28
,59,블랙 지니 컴백🖤,[],2021-11-28
석촌호수 근처,90,송파 아프리카여왕🍟 #해씨_송파 #해씨_카페 꾸덕꾸덕 바스크 치즈 케이크와수제 생크림 올라간 드립커피를 함께💛카페도 넓직하고 분위기도 예쁜 아프리카 여왕 카페 다녀왔어요☺️사장님이 정말 친절하셨는데 바스크 치즈케이크도 큼직하고 맛있어서 행복했어요🥰꾸덕꾸덕하고 핸드드립커피랑 잘어울려요👍👍좌석도 넓직하고 쇼파자리도 있고 다양한 자리가 있었어요~사람들 안계신쪽만 사진 찍었는데도 넓직하죠!디저트로 에그 타르트와 스콘도 있는데재방문해도 바스크 치즈케이크는 꼭 시키려구요👍👍화장실도 핑크핑크 예쁜 분위기 카페 아프리카 여왕에서바스크 치즈케이크와 드립커피 어떤가용❤️🍟여왕커피(수제 생크림+핸드드립) 4.8🍟커피(핸드드립) 3.8🍟바스크 치즈케이크 6.8 - 추천🍟서울 송파구 송파동 105🍟석촌역 3번출구 도보 5분#서울카페 #서울디저트카페 #송파카페 #송파카페추천 #송파디저트 #송파디저트카페 #잠실카페 #잠실카페추천 #송파카페추천 #잠실디저트 #잠실디저트카페 #송파구카페 #송파동카페 #송파석촌카페 #송리단길카페 #송리단길디저트 #송리단길디저트카페 #아프리카여왕 #서울송파카페 #서울잠실카페 #석촌카페 #석촌호수카페 #먹스타그램 #카페추천 #예쁜카페 #디저트맛집 #디저트그램 #치즈케이크 #드립커피,"['#해씨_송파', '#해씨_카페', '#서울카페', '#서울디저트카페', '#송파카페', '#송파카페추천', '#송파디저트', '#송파디저트카페', '#잠실카페', '#잠실카페추천', '#송파카페추천', '#잠실디저트', '#잠실디저트카페', '#송파구카페', '#송파동카페', '#송파석촌카페', '#송리단길카페', '#송리단길디저트', '#송리단길디저트카페', '#아프리카여왕', '#서울송파카페', '#서울잠실카페', '#석촌카페', '#석촌호수카페', '#먹스타그램', '#카페추천', '#예쁜카페', '#디저트맛집', '#디저트그램', '#치즈케이크', '#드립커피']",2021-11-28
AB 카페,168,벌써 트리,[],2021-11-28
,35,얼마나 좋은 일이 생길라고 이러나여,[],2021-11-28
낙성대역,15,[아인슈페너] (5.5)이알 로스터즈 @er_roasters .햇살 맛집~ 카공 맛집~공간도 넓직하고 화이트톤 인테리어가 깔끔하다.다만 아인슈페너는 내 스타일이 아니었던...아메 대신 라떼+크림 조합 ㅠㅠ다음부턴 주문 전에 확인하는 걸로앗 그리고 왜 아이스만 되는거죠 ㅠㅠ,[],2021-11-28
,75,[노와이어] 러브레이스 브라 set..[75/80/85]75A와 80A는 5CM 와우볼륨!퀄리티 좋은 레이스 만나보세요 :-)..#레이스 #레이스속옷 #왕뽕속옷 #더달콤 #속옷 #데일리#맞팔 #선팔 #맞팔 #선팔하면맞팔#좋아요 #좋아요반사 #좋반 #좋아요폭탄#일상 #일상스타그램 #레이스브라 #데일리그램#맛집 #서울맛집 #카페 #카페추천 #서울카페#인친 #모델 #친구 #왕뽕 #뽕브라 #A컵 #B컵,"['#레이스', '#레이스속옷', '#왕뽕속옷', '#더달콤', '#속옷', '#데일리', '#맞팔', '#선팔', '#맞팔', '#선팔하면맞팔', '#좋아요', '#좋아요반사', '#좋반', '#좋아요폭탄', '#일상', '#일상스타그램', '#레이스브라', '#데일리그램', '#맛집', '#서울맛집', '#카페', '#카페추천', '#서울카페', '#인친', '#모델', '#친구', '#왕뽕', '#뽕브라', '#A컵', '#B컵']",2021-11-28
육회한연어건대점,36,"육회한연어 건대점주소: 서울 광진구 동일로22길 42육회와 연어 사시미, 육회물회, 육회비빔밥 등등 다양한 메뉴가 있는 요리주점입니다! 무한육회, 무한연어 메뉴도 있고 랍스타도 있어요~ 건대입구 들르시면 여기서 술 한 잔 드셔보세요 ㅎㅎ#육회한연어건대점",['#육회한연어건대점'],2021-11-28
Two hundred 투헌드레드,317,.#주말끝👋,['#주말끝👋'],2021-11-28
,18,오랜만에 서울 나들이. in 한남핫플이라 대기가 너무 길어 내부에서는 못먹고 테이크아웃해서 먹었던 비엔나커피 ☕️,[],2021-11-28
터방내,20,부스에 몸을 기댄채 수화기를 목에다 끼우고 통화하는 재미가 있었지,[],2021-11-28
카페 노티드 한남 - Cafe Knotted Hannam,26,노티드 또 가고 싶당💛🧡네온사인이 좋은 1인🙋🏻‍♀️,[],2021-11-28
,95,🥂,[],2021-11-28
,70,211128!3,[],2021-11-28
,154,💡맛집,[],2021-11-28
,116,속눈썹 하고 버킷햇 산고 자랑하기 💂🏻‍♀️ㅤㅤ•••#흑발 #염색추천 #톤다운염색 #버킷햇 #모자코디 #모자 #서울카페 #카페추천 #likesforlike #lfl #followforfollowback #fff #hanbok #좋반 #좋아요반사 #좋반테러 #맞팔 #데일리룩 #ootd #dailylook #24 #25 #98년생 #フォローバック #いいねした人全員ファローする #いいねした人全員フォローする #いいね返し,"['#흑발', '#염색추천', '#톤다운염색', '#버킷햇', '#모자코디', '#모자', '#서울카페', '#카페추천', '#likesforlike', '#lfl', '#followforfollowback', '#fff', '#hanbok', '#좋반', '#좋아요반사', '#좋반테러', '#맞팔', '#데일리룩', '#ootd', '#dailylook', '#24', '#25', '#98년생', '#フォローバック', '#いいねした人全員ファローする', '#いいねした人全員フォローする', '#いいね返し']",2021-11-28
상수동,37,"열 여덟번째 ____ #데우스카페 (@deuscustoms ) ☕️데우스페너 6,500₩  -시그니쳐메뉴인 데우스 아인슈페너, 내 기준 크림이 좀 더 달고 콜드브루가 더 진했다면 좋았을 걸얼그레이 아이스티 6,000₩ -카페인 못먹는 친구가 주문한! 아주 마음에 들어했음🍩바닐라 까눌레 2,800₩레몬 마들렌 2,500₩🐻 전체적으로 넓직한 매장에 바이크한대가 주차되어있다  집갈때 타고갈까 고민하다가 면허가 없어서 포기했다 숲 같은 인테리어에 내가 원숭이인지 원숭이가 나인지 헷갈릴 정도📍 서울 마포구 와우산로17길 19-12 2층🚆상수역 6호선  1번출구⏰ 영업시간매일12:00 - 21:0020:30 라스트오더",['#데우스카페'],2021-11-27
버즈소커피,399,"#당산카페 #버즈소커피인스타 안 올린다고 혼났다...🙄(혼나서 게시물 올리는 건 아님스타그램)-오늘 친구랑 약속이 있었는데 갑자기 취소되는 바람에 뜻밖에 여유로운 혼카투.가고 싶었던 곳을 두 곳 정도 미리 생각해두고 갔는데, 두 곳 모두 만석이었고.. 역시 주말 카페투어는 쉽지 않았다.그냥 집에 갈 수 없어 급하게 서치하다 우연히 가보게 된 버즈소 커피.오늘 날씨랑 너무 잘 어울리던 색감을 가진 카페였다.-✍️ 요즘 내 시간은 바쁨 한가득이다.근데 더 바빠지고 싶다. 더 바빠져야겠다.","['#당산카페', '#버즈소커피인스타']",2021-10-23
,25,"오늘 제가 들고 온 음식은 바로바로 초밥!!!입니다 😆초밥 싫어하시는 혹시 계시나요..??저는 초밥을 엄청 좋아하는데요 ㅎㅎ특히, 연어 초밥이랑 소고기 초밥을 가장 좋아한답니다 🐥😆점심 메뉴가 고민되시거나 간단하게 맛있는 음식을 먹고싶다!! 하시면 저는 그럴때 초밥 추천드릴께요다들 이번주 한주도 화이팅 입니다!!#먹방#먹스타그램 #맛스타그램#맛집 #맛집추천 #먹팔#선팔하면맞팔 #먹팔로우#먹팔소통 #먹방스타그램 #대구맛집 #대구맛집추천 #대구맛집투어 #서울맛집 #서울카페투어 #선팔하면맞팔 #선팔 #선팔하면맞팔가요 #선팔환영","['#먹방', '#먹스타그램', '#맛스타그램', '#맛집', '#맛집추천', '#먹팔', '#선팔하면맞팔', '#먹팔로우', '#먹팔소통', '#먹방스타그램', '#대구맛집', '#대구맛집추천', '#대구맛집투어', '#서울맛집', '#서울카페투어', '#선팔하면맞팔', '#선팔', '#선팔하면맞팔가요', '#선팔환영']",2021-11-29
604seoul,21,#육공사@604seoul#망원동(서울 마포구 동교로 49 정하빌딩 1층)..#쉬림프번샌드위치오랜만에 육공사 쉬림프번은 치폴레마요소스가 역시👍쌉살한 루꼴라랑 부드러운 밀크번 오동통 쉬림프 🦐🦐여전히 힙하고 맛있구만 😎,"['#육공사@604seoul', '#망원동(서울', '#쉬림프번샌드위치오랜만에']",2021-11-29
"서촌 Seochon Hanok Village, Seoul Korea",22,#세이지핀치 #서촌맛집 .여기도 여전히 핫하네요🔥서촌 한적한 골목에 위치한 @_sagefinch 🌿 주기적으로 메뉴가 바뀐답니다! 방문 전에는 꼭 인스타로 공지 확인하기!! 한차례 실패 후 두시간 기다린 끝에 성공했답다😂 아늑한 공간에 사장님이 바로 앞에서 크림브륄레토스트를 토치로 지져..?주시는게 인상적이었어요ㅎㅎ 갬성 카페 좋아하는 여자친구에게 사랑받고 싶은 연인분께 데이트 코스로 무조건 추천💘...#라임픽_서촌 #라임카페 #라임공간 #라임맛집 #라임카페투어 #서울카페투어 #사울토스트맛집 #서촌카페 #경복궁카페 #경복궁맛집 #카페스타그램 #커피스타그램 #먹스타그램 #seoultour #cafestagram,"['#세이지핀치', '#서촌맛집', '#라임픽_서촌', '#라임카페', '#라임공간', '#라임맛집', '#라임카페투어', '#서울카페투어', '#사울토스트맛집', '#서촌카페', '#경복궁카페', '#경복궁맛집', '#카페스타그램', '#커피스타그램', '#먹스타그램', '#seoultour', '#cafestagram']",2021-11-29
,57,사당에는 직장인들이 많아 카페들이많은데 여기는 그중에서도 아이슈페너로유명한 곳 입니다 서울3대라나 뭐라나 ㅋㅋ한주의 시작 즐거운 한주 되세요^^#사당태양커피 #아이슈페너맛집 #서울카페투어 #사당카페추천,"['#사당태양커피', '#아이슈페너맛집', '#서울카페투어', '#사당카페추천']",2021-11-28
수원역 로데오거리,110,#데이트 차별적인 매뉴판 이런 포인트 너무 좋죠#리버헤드 @riverhead.coffee 🏷 경기 수원시 팔달구 고화로 18 1층 리버헤드,"['#데이트', '#리버헤드']",2021-11-28
,36,🎄🌟🎅🏻❤️🔔,[],2021-11-28
Depot seoul,172,⁡⁡12시 넘었쟈나…⁡#depotseoul #韓国留学 #韓国カフェ,"['#depotseoul', '#韓国留学', '#韓国カフェ']",2021-11-28
"Haeundae, Busan",39,family👨‍👩‍👦‍👦💓우리 둘째 찾아보세요😆,[],2021-11-28
성수동,94,큰맘먹고 와야하는 동네,[],2021-11-28
카페기억,85,"#왓어원더풀데이 x 익선동익선동에서 조용한 카페 찾는사람?진짜 한옥에 조용한데 커피까지 맛있다고?그런 곳이 존재한다고??익선동은 다 사람 많을 거라는 편견이 사라진,익선동이 더 좋아지게 된 이유를 만들어준,저만의 카페를 소개합니다!📍 카페 기억👉🏻 서울 종로구 율곡로 102 카페기억🐝 꿀팁 대 방출✔️ 카페 안쪽 마당에 자리잡기!✔️ 조용히 눈 감고 여유 만끽하기!✔️ 음료 시켜놓고 가만히 사색하기!✔️ 밥 먹을 곳을 찾는다면 다음 게시물 기대하기!..#익선동 #익선동카페 #익선동핫플 #익선동데이트 #익선동맛집 #익선동한옥마을 #익선동맛집추천 #익선동카페추천 #카페기억 #창덕궁카페 #창덕궁맛집 #서울카페추천 #서울카페투어 #한옥카페 #hanok #hanokvillage #ig_korea #대한민국구석구석 #색감보정 #사진소통","['#왓어원더풀데이', '#익선동', '#익선동카페', '#익선동핫플', '#익선동데이트', '#익선동맛집', '#익선동한옥마을', '#익선동맛집추천', '#익선동카페추천', '#카페기억', '#창덕궁카페', '#창덕궁맛집', '#서울카페추천', '#서울카페투어', '#한옥카페', '#hanok', '#hanokvillage', '#ig_korea', '#대한민국구석구석', '#색감보정', '#사진소통']",2021-11-28
성수동 카페거리,42,다들 #지헤중 보셨는지 ~ ! 촬영지 나 저번주에 갔다 왔다구 ~ ! 그냥 반가웠다구 ~ !,['#지헤중'],2021-11-28
Green mile coffee bukchon,53,내일 왜 월요일이지..?🥲..몰또는 고민없이 포기하고 향했던 #그린마일커피북촌점 조용하니 테라스에 사람도 없었다..ㅠ민아랑 폭풍수다떨기 딱☘..,['#그린마일커피북촌점'],2021-11-28
하우스도산 HAUS DOSAN,153,"움 여기가 그곳이군 ,.",[],2021-11-28
안국역 레이어드,52,드디어…레이어드 🤍,[],2021-11-28
,34,나랑 카페 가는 사람 좋은 사람💓#카페디저트 #서울카페투어 #홍대카페 #카페에서 #레몬타르트맛집,"['#카페디저트', '#서울카페투어', '#홍대카페', '#카페에서', '#레몬타르트맛집']",2021-11-28
명동성당,76,#몰또이탈리안에스프레소바 #☕️,"['#몰또이탈리안에스프레소바', '#☕️']",2021-11-28
에이치커피로스터스 쇼룸,23,HONDURAS,[],2021-11-28
에이치커피로스터스 쇼룸,20, ,[],2021-11-28
에이치커피로스터스 쇼룸,20, ,[],2021-11-28
Coin De Paris,205,🌹✨...#카페 #카페스타그램 #카페추천 #cafestagram #서울카페 #서울카페투어 #cafetour #브런치카페 #브런치맛집 #송파카페 #올림픽공원카페 #방이역카페 #꼬앙드파리 #カフェ #韓国カフェ #좋반 #첫줄반사 #좋반환영 #좋반테러 #좋아요반사 #likeforlikes,"['#카페', '#카페스타그램', '#카페추천', '#cafestagram', '#서울카페', '#서울카페투어', '#cafetour', '#브런치카페', '#브런치맛집', '#송파카페', '#올림픽공원카페', '#방이역카페', '#꼬앙드파리', '#カフェ', '#韓国カフェ', '#좋반', '#첫줄반사', '#좋반환영', '#좋반테러', '#좋아요반사', '#likeforlikes']",2021-11-28
Are&am,285,Are&am Strawberry chocolate cake❤️✔️레터링 추가 없는 케이크는 매장에서 바로 구매 가능합니다.#알앤엠 #areandam,"['#알앤엠', '#areandam']",2020-11-23
"Seoul, Korea",526,"“수도권에서 해외느낌을?”..전지적차니시점차니포토입니다⠀요즘 다들 해외로 나가시던데…진짜 너무 부러워요…코로나가 점점 심해진다고 뭐라하는사람들은이제는 진짜 부러워서 그러는거일거에요🥲⠀그래서 아직 해외로 나가지 못하는 저는서울경기지역에서 간접적으로라도해외의 느낌을 느낄 수 있는 카페를한번 총정리 해봤습니다!다같이 잠깐 해외로 다녀오시죠❤️⠀———————————————📌 꼬앙드파리(1~2)(서울 송파구 마천로7길 18)✔️ 일요일, 월요일 휴무‼️ 메인 사진 자리는 네이버예약을 통해 예약 필수🔥⠀📌 오리지널팬케이크하우스 도곡점(3~4)(서울 강남구 남부순환로 2753)⏰ 매일 09:00 ~ 21:00⠀📌 와필레(5~6)(서울 용산구 녹사평대로 222)⏰ 매일 12:00 ~ 20:00⠀📌 카페 아레(7~8)(경기 수원시 영통구 권선로882번길 108-8)⏰ 매일 11:30 ~ 22:00⠀📌 맨홀커피(9~10)(서울 영등포구 영신로 247 B동상가 지하 1층)⏰ 매일 12:30 ~ 22:30———————————————..-_-_-_-_-_-_-_-_-_-_-_-_-_-_-𝕄𝕖𝕞𝕠𝕣𝕚𝕖𝕤 𝕆𝕗 𝕋𝕙𝕖 𝔻𝕒𝕪",[],2021-11-28
,213,-플랫 화이트 한 잔.유리잔만 보면 햇빛 아래 놓는 습관이 있다.어떤 모양으로 나타나는지 그렇게 호기심이 생긴다-,[],2021-11-28
임피리얼팰리스호텔 로비라운지,122,"☑️ 서울 강남구 #델마르 #임페리얼팰리스호텔 고풍스러운 유럽의 분위기가 느껴지는 아름다운 카페 델마르!호텔인만큼 카페의 규모와 크리스마스 트리가 엄청 커요🎄 2층에서 카페와 트리를 바라보면 뷰가 엄청 예쁘답니다🤍좌석도 여유있게 띄어져 있어서 대화하기도 편하고 아름다운 조명과 궁전같은 인테리어가 있어 어디서든 사진을 찍어도 잘 나와요☺️크리스마스나 연말에 분위기나는 카페에서 좋은 시간 보내는 것은 어떤가요?__카페 델마르주소 : 서울 강남구 언주로 640 1층영업시간 : 매일 09:30 ~ 22:00 / 메뉴 정상운영  12:00 ~ 15:00 / 라스트 오더 21:00__추천메뉴☕️수제버거세트 : 33,000파쉐 : 35,000애프터눈 티 세트(2인) : 59,000__사진출처 : @_hy.photo 이쁜 사진 제공해주셔서 감사합니다🙏🏻__전국 감성카페는 #에브리카페","['#델마르', '#임페리얼팰리스호텔', '#에브리카페']",2021-11-28
"Seoul, Korea",24,오늘의 힐링 #노예기간연장,['#노예기간연장'],2021-11-28
에이테이블,83,"🌽타르트 맛집, 디저트 카페🥧 #에이테이블 -북아현동(,신세계 강남점*)🏠- 이곳은 지난 달 다녀온 북아현동 주택 단지에 있는 카페 '에이테이블' 입니다. 이화여대, 추계예대 근처에 있고, 대중교통을 이용해도 조금 외진(?) 위치에 있어요.👣 평일이어서였는지 오후에 갔는데 자리는 거의 만석이었지만, 타르트 수량은 넉넉했어요!👌 주택을 개조했는지 아늑한 느낌이었어요.🛋 에그타르트부터 피킨, 옥수수, 단호박, 몽블랑 타르트와 휘낭시에, 음료, 그리고 못봤지만 스콘, 케이크와 마카롱을 판대요!🍰-MENU📋🥧에그타르트(3.9￦) -이거는 여기 오면 필수인 거 같아 포장해서 냉동고에 넣었다 먹었어요. 겉바속촉을 느끼고 싶다면 바로 드시길 바라요!😗 크기가 크고 안에 바닐라빈과 함께 달달한 필링이 아주 가득 들었더라고요.🥧옥수수 타르트(6.8￦) -끼리치즈와 건옥수수를 넣어 휘핑한 생크림이 들어 옥수수의 진한 맛이 느껴졌던 '찐' 옥수수 타르트!🌽 위에는 귀여운 군옥수수가 올려져 있어요. 타르트지가 두꺼워서 먹기 위해 자르면 비주얼은 망가지지만 저도 친구도 진심 너무 맛있었어요!..🤤 그래서 이거는 꼭 드셔보세요!💛🥖치즈 올리브 휘낭시에(2.5₩) -치즈큐브와 올리브가 콕 박힌 휘낭시에! 특이한 조합에 사버리고 말았어요. 다른 휘낭시에에 비해 달지 않은 담백함이 좋았답니다.🥤자몽 허니 블랙티(4.8₩) -생각보다 찐해서 시간이 지나며 얼음이 녹을수록 맛있었다는 블랙티.🍊🥤석류 아이스티(4.3₩) -무난히 먹을만한 아이스티였어요!-총평:🌟🌟🌟🌟⭐(4.4/5) 맛, 분위기, 서비스 굳, 가격대비는 보통.😶 다 떠나서 옥수수 타르트는 친구도 인정한, 찾아가서 먹을만 하다고 느낀 맛이었어요! 접근성이 좋았더라면 더 좋았겠지만, 아현역에서 마을버스 타고 내리면 도착이니 꼭 찾아가셔서 드셔보시길 바라요.😙 *현재 강남신세계 지하1층에서 12월 중으로까지 팝업 행사라 하니 참고해 보세요!🛍-#atable","['#에이테이블', '#atable']",2021-11-28
해방촌,28,아늑한공간,[],2021-11-28
성수동,65,.성수 요즘 핫한 #텅플래닛공간연출 감탄스러워 🟥🟨🟦#ader 와 함께 연출한듯.주말 시그니처 이모지케이크 등 디저트 조기 품절주의🥲..#카페 #카페스타그램 #카페추천 #카페투어 #카페맛집 #카페디저트 #카페그램 #카페추천 #카페탐방 #서울카페 #신상카페 #신상카페추천 #신상카페투어 #서울카페추천 #서울카페투어 #성수카페 #성수카페추천 #성수맛집 #성수 #성수동핫플레이스 #성수동카페거리 #성수동 #성수동카페거리,"['#텅플래닛공간연출', '#ader', '#카페', '#카페스타그램', '#카페추천', '#카페투어', '#카페맛집', '#카페디저트', '#카페그램', '#카페추천', '#카페탐방', '#서울카페', '#신상카페', '#신상카페추천', '#신상카페투어', '#서울카페추천', '#서울카페투어', '#성수카페', '#성수카페추천', '#성수맛집', '#성수', '#성수동핫플레이스', '#성수동카페거리', '#성수동', '#성수동카페거리']",2021-11-28
itslitcoffee,62,[It's LIT!Music]안녕하세요.잇츠릿입니다.오늘의 음악은 🧑‍🎤Disclosure-Latch (Feat. Sam Smith)샘형의 노래는 참 정말로 조으다.신나는 노래에도 잘어울리다니신기한 목소리다....#잇츠릿 #잇츠릿커피 #itslit #itslitcoffee,"['#잇츠릿', '#잇츠릿커피', '#itslit', '#itslitcoffee']",2021-11-28
Wönkm,57,드디어 왔다😭,[],2021-11-28
"Haeundae, Busan",42,"-전씨집 사람들이 자꾸 나에게 인생샷을 찍어준다😘 ♥️ 서방, 언니 고마워이☺️",[],2021-11-28
신림동,20,카페윔은 홀리데이 시즌 분위기가 물씬입니다🎄🎅🏻편하게 들러주세요😌,[],2021-11-28
성수동,134,종류별로 금액대별로 다양한곳 너무 많아도 고민 😵‍💫 #와인픽스어반아울렛 #성수동와인샵,"['#와인픽스어반아울렛', '#성수동와인샵']",2021-11-28
"Haeundae, Busan",50,"-시어머님, 시누언니, 며느리♥️",[],2021-11-28
,46,일요일에는 중식 어떠신가요? ㅎㅎ저도 가끔 중식이 먹고 싶을때가 있는데요😆여러분들도 여유로운 일요일 점심에 한번쯤은 중식 드셔보세요 !! #짜장면 #짬뽕 #탕수육#먹방#먹스타그램 #맛스타그램#맛집 #맛집추천 #먹팔#선팔하면맞팔 #먹팔로우#먹팔소통 #먹방스타그램 #대구맛집 #대구맛집추천 #대구맛집투어 #서울맛집 #서울카페투어,"['#짜장면', '#짬뽕', '#탕수육', '#먹방', '#먹스타그램', '#맛스타그램', '#맛집', '#맛집추천', '#먹팔', '#선팔하면맞팔', '#먹팔로우', '#먹팔소통', '#먹방스타그램', '#대구맛집', '#대구맛집추천', '#대구맛집투어', '#서울맛집', '#서울카페투어']",2021-11-28
Wönkm,25,그래서 다음주에 카페 어디간다고? ..#첫줄 #일상 #인스타그램 #데일리 #daily #데일리그램 #좋아요 #27 #95 #소통 #맞팔 #주말 #이수역카페 #서울카페투어 #카페투어 #사당카페 #카페추천,"['#첫줄', '#일상', '#인스타그램', '#데일리', '#daily', '#데일리그램', '#좋아요', '#27', '#95', '#소통', '#맞팔', '#주말', '#이수역카페', '#서울카페투어', '#카페투어', '#사당카페', '#카페추천']",2021-11-28
파니모들,114,🥛🤍,[],2021-11-28
